user;tweet;coordenada;cidade;horario;sentiment
pam_lourenco;Ã© que eu te amo baby, amo tanto baby;;Arapongas, Brasil;2017-09-30 05:42:21;0
pam_lourenco;a vida te dÃ³i mas foi o melhor, tinha que ser desse jeito;;Arapongas, Brasil;2017-09-30 05:45:46;-1
pam_lourenco;entÃ£o vai jÃ¡ que Ã© o melhor pra vocÃª;;Arapongas, Brasil;2017-09-30 05:46:36;0
pam_lourenco;faz dois dias que nÃ£o vejo minha mÃ£e, tÃ´ com saudadinha;;Arapongas, Brasil;2017-09-30 06:03:55;-1
BeattriizMendes;CadÃª meu sono?;;Arapongas, Brasil;2017-09-30 06:28:59;0
foi_o_onan;Quero ver qm n ta aqui;;Arapongas, Brasil;2017-09-30 07:28:45;-1
foi_o_onan;Vamos pensar em coisas produtivas tipo acender um incenso no quarto enquanto escuta reggae;;Arapongas, Brasil;2017-09-30 07:50:50;-1
duuubom;6:28 da manhÃ£ de sÃ¡bado e eu acordado, sem sono;;Arapongas, Brasil;2017-09-30 09:29:09;0
duuubom;No meio da semana eu luto todos os dias pra dormir mais 5 min e hoje que posso ficar atÃ© tarde, eu faÃ§o oq?;;Arapongas, Brasil;2017-09-30 09:30:12;0
duuubom;Vai entender;;Arapongas, Brasil;2017-09-30 09:30:22;-1
AnaCapazorio;Daq a pouco jÃ¡ to conhecendo o prever de ponta a ponta;;Arapongas, Brasil;2017-09-30 10:33:53;0
AnaCapazorio;Se for pra ter fome e n ter dor de cabeÃ§a eu nem teria nascido;;Arapongas, Brasil;2017-09-30 10:43:17;-1
AnaCapazorio;TUDO QUE EU PRECISAVA https://t.co/ztkMmkalXd;;Arapongas, Brasil;2017-09-30 10:44:54;0
Naataliamendes_;Bom dia;;Arapongas, Brasil;2017-09-30 11:07:25;0
Naataliamendes_;https://t.co/SUGYhTxSjX;;Arapongas, Brasil;2017-09-30 11:09:05;0
batista_juvenal;GolaÃ§o https://t.co/70JtADtZiU;;Arapongas, Brasil;2017-09-30 11:16:17;0
BeattriizMendes;Eu deveria ter dormido mais cedo;;Arapongas, Brasil;2017-09-30 11:48:55;0
BeattriizMendes;Bom dia? Talvez;;Arapongas, Brasil;2017-09-30 11:49:15;0
robersonzz;I'm at @CCAAOficial in Arapongas, PR https://t.co/zJ2eSI7Ecq;{u'type': u'Point', u'coordinates': [-51.43565644, -23.41518603]};Arapongas, Brasil;2017-09-30 11:53:18;0
Andrew08_;Bom dia...;;Arapongas, Brasil;2017-09-30 11:54:50;0
thaisllara;Estamos recuperados de ontem? Eu nÃ£o sei se estou;;Arapongas, Brasil;2017-09-30 11:57:14;-1
BeattriizMendes;Eu to morrendo de sono;;Arapongas, Brasil;2017-09-30 13:32:40;0
_beagarcia;Devo ser muito otÃ¡ria mesmo;;Arapongas, Brasil;2017-09-30 13:34:59;-1
BeattriizMendes;Tem que ser comemorado https://t.co/pumnZyhcz3;;Arapongas, Brasil;2017-09-30 13:55:10;-1
BeattriizMendes;E 12h que nÃ£o chega nunca;;Arapongas, Brasil;2017-09-30 13:57:18;-1
calupavital;Adorei minha fantasia do trote;;Arapongas, Brasil;2017-09-30 14:12:53;0
thaisllara;@cyqCtmJnsWCbRsa Obrigado xuxu;;Arapongas, Brasil;2017-09-30 14:16:28;1
BeattriizMendes;To sentindo que o dia hoje vai ser lindo;;Arapongas, Brasil;2017-09-30 14:42:44;0
thaisllara;Conta da @BiaArantes verificada no insta ððð aleluia;;Arapongas, Brasil;2017-09-30 14:54:44;0
_beagarcia;Ã incomum o que ela faz com o bumbum;;Arapongas, Brasil;2017-09-30 14:58:01;0
BeattriizMendes;Corre que essa chance passa, corre se nÃ£o ela escapa;;Arapongas, Brasil;2017-09-30 14:58:12;-1
BeattriizMendes;Que gol mlk https://t.co/ywvHSl8ojD;;Arapongas, Brasil;2017-09-30 15:16:22;0
robersonzz;I'm at Oficina Do Pao https://t.co/QSG35cN4hF;{u'type': u'Point', u'coordinates': [-51.44012579, -23.4089868]};Arapongas, Brasil;2017-09-30 15:16:26;0
AnaCapazorio;O pior de namorar cmg mesma Ã© q...Ã© ruim demais slc;;Arapongas, Brasil;2017-09-30 15:19:48;-1
AnaCapazorio;GENTE DO CÃU tem um guri aqui cm um rabetao, com o corpo inteiro na vdd...q isso senhor faz em mim;;Arapongas, Brasil;2017-09-30 15:20:26;0
AnaCapazorio;Drag the tab;;Arapongas, Brasil;2017-09-30 15:23:27;0
pam_lourenco;OOOO nÃ£o quero advogado quero regime fechado com vocÃª amor;;Arapongas, Brasil;2017-09-30 15:26:23;-1
pam_lourenco;nÃ³s somos bagunÃ§ados e refÃ©ns desse pecado;;Arapongas, Brasil;2017-09-30 15:27:42;1
_beagarcia;Quero praia;;Arapongas, Brasil;2017-09-30 15:34:41;0
pam_lourenco;meu irmÃ£o Ã© vacilÃ£oâ¢;;Arapongas, Brasil;2017-09-30 15:35:23;0
pam_lourenco;se Deus fez outra de vocÃª, tÃ¡ decorando a casa dele;;Arapongas, Brasil;2017-09-30 15:36:46;-1
BeattriizMendes;Esse povo velho tÃ£o infantil me tira do sÃ©rio;;Arapongas, Brasil;2017-09-30 15:41:10;-1
BeattriizMendes;PQP cresce meu;;Arapongas, Brasil;2017-09-30 15:41:26;0
BeattriizMendes;Que preguiÃ§a de ir na minha vÃ³ velho;;Arapongas, Brasil;2017-09-30 15:54:52;-1
GVendrametto_;mano eu acordei e tinha 52 snaps;;Arapongas, Brasil;2017-09-30 15:54:57;0
BeattriizMendes;Esse povo que me chama pra comer mexe com meu coraÃ§Ã£o;;Arapongas, Brasil;2017-09-30 15:55:15;0
_vfernandes00;ð£ https://t.co/WWyTgaLVIE;;Arapongas, Brasil;2017-09-30 15:56:16;0
GVendrametto_;tem snap de quem eu nem sabia q eu tinha no snap;;Arapongas, Brasil;2017-09-30 16:07:36;0
AnaCapazorio;Bucho cheio= Julinha feliz;;Arapongas, Brasil;2017-09-30 16:12:30;1
AnaCapazorio;Gente q menino lindo, achei o amor da minha vida!!!! Iguaizinhos aquele Samuel q canta affff q porrinha linda;;Arapongas, Brasil;2017-09-30 16:13:34;1
_vfernandes00;ð em Arapongas, Parana, Brazil https://t.co/lozDT5qRSY;{u'type': u'Point', u'coordinates': [-51.45, -23.3833]};Arapongas, Brasil;2017-09-30 16:17:03;0
_beagarcia;Eu amo vir na minha vÃ³ â¤;;Arapongas, Brasil;2017-09-30 16:45:43;0
Naataliamendes_;EU SÃ QUERO DORMIR;;Arapongas, Brasil;2017-09-30 16:55:20;0
RodolfoSouza_;Quando se tem tudo mas nÃ£o se tem nada.;;Arapongas, Brasil;2017-09-30 16:57:20;-1
Naataliamendes_;Eu quero tatuar o om na perna;;Arapongas, Brasil;2017-09-30 16:57:44;0
_gabibiazon;"Ela jÃ¡ se machucou de mais
Promete que vai ser um bom rapaz
E se ela disser vem, cÃª pega e vai
E nÃ£o solta nunca mais...";;Arapongas, Brasil;2017-09-30 16:57:45;-1
Naataliamendes_;Quem diria em ladrÃ£o;;Arapongas, Brasil;2017-09-30 16:58:47;0
Naataliamendes_;Ser taurina Ã© muito complicado;;Arapongas, Brasil;2017-09-30 17:00:23;-1
Naataliamendes_;@gabrieuzhn Digo que foi o melhorrrrÅ;;Arapongas, Brasil;2017-09-30 17:09:05;0
thaisllara;Tava com fome q doÃ­a atÃ© a barriga fui lÃ¡ e comi! Agora a dor da barriga piorou!!!! Q isso Jesus,   tÃ¡ doendo pacas!!!!!;;Arapongas, Brasil;2017-09-30 17:13:11;-1
thaisllara;Eu queria agradecer aos deuses do fandom pelo #PrimeiroBeijoGucilia que aumentou o numero de seguidores dessa rede social;;Arapongas, Brasil;2017-09-30 17:14:44;0
AnaCapazorio;SerÃ¡ q estou vivendo ou sÃ³ me fodendo???;;Arapongas, Brasil;2017-09-30 17:16:09;-1
AnaCapazorio;Sem ngm pra cvs no WhatsApp aÃ­ a gente vem pro tt bisbilhotar e se lamentar;;Arapongas, Brasil;2017-09-30 17:17:23;1
AnaCapazorio;Amr, vocÃª prefere q eu te taque as diretas ou taque logo umas pedradas?;;Arapongas, Brasil;2017-09-30 17:19:03;-1
_beagarcia;Quem eu mais amo nÃ£o estÃ¡ falando comigo e nem olhando pra minha cara, isso Ã© triste;;Arapongas, Brasil;2017-09-30 17:22:08;-1
_beagarcia;Mas vida que segue;;Arapongas, Brasil;2017-09-30 17:22:18;-1
AnaCapazorio;"""tudo bem""
""tirando minha condiÃ§Ã£o amorosa financeira, fÃ­sica e psicolÃ³gica...sim""";;Arapongas, Brasil;2017-09-30 17:26:08;0
AnaCapazorio;Vontade de te socar Ã© grande mas a de te pegar Ã© maior;;Arapongas, Brasil;2017-09-30 17:26:34;-1
_beagarcia;Vontade de viajar pra bem longe;;Arapongas, Brasil;2017-09-30 17:31:14;0
AnaCapazorio;Toperson em;;Arapongas, Brasil;2017-09-30 17:32:39;0
AnaCapazorio;Ãs vezes(sempre) a gente sÃ³ precisa de uns presentes assim https://t.co/w6wAR3U7BL;;Arapongas, Brasil;2017-09-30 17:33:44;1
Brida_rodrigues;Eu nÃ£o sei se tenho ataque de riso com essas coisas que eu vejo ou se eu fico com dÃ³;;Arapongas, Brasil;2017-09-30 17:35:52;-1
Brida_rodrigues;Me perguntando pq eu nÃ£o fui no jia com as meninas;;Arapongas, Brasil;2017-09-30 17:39:01;-1
GVendrametto_;"nÃ£o Ã© so uma musica se no comeÃ§o tem ""Metro boomin want some more nigga""";;Arapongas, Brasil;2017-09-30 17:48:37;-1
Naataliamendes_;Hora de ð´ð´ð´ð´;;Arapongas, Brasil;2017-09-30 17:55:59;-1
Marikirylko;Barra da Lacta Ã© muito boa aaaa;;Arapongas, Brasil;2017-09-30 18:20:53;0
ciconato_;Nuii!! https://t.co/Xz2pKRb2pO;;Arapongas, Brasil;2017-09-30 18:30:50;0
_gabibiazon;Quero aÃ§aÃ­;;Arapongas, Brasil;2017-09-30 18:43:51;-1
BeattriizMendes;Acho que hoje eu morro de tanto rir;;Arapongas, Brasil;2017-09-30 18:52:15;0
BeattriizMendes;Se o andi nÃ£o trazer o violÃ£o em casa hoje eu nem falo mais com ele;;Arapongas, Brasil;2017-09-30 18:52:38;-1
BeattriizMendes;Se tiver melhor rolÃª do que o nosso de hoje Ã© mentira;;Arapongas, Brasil;2017-09-30 19:00:12;-1
BeattriizMendes;Eu nÃ£o nego chopp nÃ© mouleque;;Arapongas, Brasil;2017-09-30 19:00:32;-1
heloisaemili00;Ã triste quando vocÃª tem role tem dinheiro mas nÃ£o tem roupa kkkkkk;;Arapongas, Brasil;2017-09-30 19:08:03;-1
duuubom;JÃ¡ dormi, acordei, dormi de novo e acabei de acordar, tÃ´ muito cansado, acho que vou dormir pra descansar um pouco;;Arapongas, Brasil;2017-09-30 19:10:07;-1
heloisaemili00;"Ãltimo final de semana que estarei ""loira""";;Arapongas, Brasil;2017-09-30 19:14:25;-1
heloisaemili00;TÃ´ felizona pra tira isso daqui;;Arapongas, Brasil;2017-09-30 19:14:46;-1
isabeladovalleg;Animo pra por a cara fora de casa hoje ta 0;;Arapongas, Brasil;2017-09-30 19:25:41;-1
_beagarcia;O Shawn Ã© maravilhoso ð;;Arapongas, Brasil;2017-09-30 19:28:57;1
BeattriizMendes;Kiridan;;Arapongas, Brasil;2017-09-30 19:39:10;0
kaaroll_k;Promete que vai ser um bom rapaz;;Arapongas, Brasil;2017-09-30 20:11:52;0
Brida_rodrigues;Desanimei desse sÃ¡bado jÃ¡;;Arapongas, Brasil;2017-09-30 20:33:58;0
pam_lourenco;17:34 e eu nÃ£o sei se tÃ´ almoÃ§ando ou jantando;;Arapongas, Brasil;2017-09-30 20:34:33;-1
pam_lourenco;nÃ£o aconselho sair de alpargata na chuva;;Arapongas, Brasil;2017-09-30 20:36:03;-1
pam_lourenco;"eu nÃ£o sei se saio de casaco hoje ou nÃ£o

medo de passar calor";;Arapongas, Brasil;2017-09-30 20:36:26;-1
Brida_rodrigues;Eu odeio desanimar dessa forma;;Arapongas, Brasil;2017-09-30 20:38:52;-1
AnaCapazorio;Vontade de ser riKa;;Arapongas, Brasil;2017-09-30 20:46:16;-1
_beagarcia;Eu sou muito apaixonada pelo Shawn;;Arapongas, Brasil;2017-09-30 20:50:31;0
_beagarcia;Eu nÃ£o aguento essa carinha ð;;Arapongas, Brasil;2017-09-30 20:54:19;-1
_vfernandes00;papo reto https://t.co/1IuahYS8Bk;;Arapongas, Brasil;2017-09-30 20:57:02;0
_vfernandes00;quando eu tiver a minha fechamento https://t.co/gnstl8CS37;;Arapongas, Brasil;2017-09-30 21:10:00;0
Naataliamendes_;Eu e a Mariana ama tanto cone que sÃ³ de pensa jÃ¡ da palpitaÃ§Ã£o;;Arapongas, Brasil;2017-09-30 21:13:16;0
Brida_rodrigues;@Anaa_Garciaaa Vou nem te falar nada sobre isso;;Arapongas, Brasil;2017-09-30 21:57:08;-1
foi_o_onan;Mas sÃ³ q a profissao das mina Ã©eeee;;Arapongas, Brasil;2017-09-30 22:09:35;-1
Naataliamendes_;Me responde no whats pela mor @_aamandaks;;Arapongas, Brasil;2017-09-30 22:20:54;0
Naataliamendes_;Kkkkkkkkkkkk https://t.co/OQh2mIos8Z;;Arapongas, Brasil;2017-09-30 22:24:43;0
_gabibiazon;Kkkkkkkkkkk;;Arapongas, Brasil;2017-09-30 22:48:15;0
_gabibiazon;Odeio mercado ODEIO;;Arapongas, Brasil;2017-09-30 22:49:29;-1
blogueiro_com_R;#ldrvpartytemdjmachista;;Arapongas, Brasil;2017-09-30 22:58:59;0
Andrew08_;Hoje tive companhia pro chopp https://t.co/KsBqu3ajhj;;Arapongas, Brasil;2017-09-30 23:24:01;0
batista_juvenal;Romeu Tuma Jr nunk https://t.co/sfnSK9wqbO;;Arapongas, Brasil;2017-09-30 23:34:52;0
batista_juvenal;@MBLivre fiscalizem aÃ­!!!! https://t.co/niJOfd8Iqu;;Arapongas, Brasil;2017-09-30 23:36:51;1
batista_juvenal;Chiqueiro https://t.co/c9bKFacwP8;;Arapongas, Brasil;2017-09-30 23:38:23;0
batista_juvenal;Agora o @Corinthians tem um time de vÃ´lei pra torcer agora sÃ³ falta o basquetebol voltar https://t.co/p5K7MSkra5;;Arapongas, Brasil;2017-09-30 23:42:41;-1
robersonzz;I'm at Q. Malteria? Cervejas Especiais e Insumos in Arapongas, ParanÃ¡ https://t.co/Yd1RkN2BKT;{u'type': u'Point', u'coordinates': [-51.44356306, -23.4062234]};Arapongas, Brasil;2017-10-01 00:37:43;0
BeattriizMendes;@bmakiniks @_ThayAmora @LaaryRodriguees @LeetticiaCampos ð https://t.co/aIC2TzA27D;;Arapongas, Brasil;2017-10-01 02:57:49;0
calupavital;Estou carente gente, nÃ£o me deixem no vÃ¡cuo. Da rt se quiserem fica cmg, e curti quem quer atÃ© namora;;Arapongas, Brasil;2017-10-01 03:03:55;-1
AnaCapazorio;Tem uns artistas que sÃ£o burros nÃ© mds;;Arapongas, Brasil;2017-10-01 03:11:15;-1
kaaroll_k;Que sÃ¡bado animado bicho nossa;;Arapongas, Brasil;2017-10-01 03:20:30;0
BeattriizMendes;"""Depois do mexe mexe rola o tcha e rala a tcheka"" Renner, e Rick";;Arapongas, Brasil;2017-10-01 03:37:53;0
kaaroll_k;Whats tÃ¡ fora do ar? NÃ£o tÃ´ recebendo nenhuma mensagem aqui..;;Arapongas, Brasil;2017-10-01 03:59:11;-1
calupavital;AH EU ADORO AMAR VOCÃ;;Arapongas, Brasil;2017-10-01 05:42:50;-1
outroPoe;Eu que agradeÃ§o, rebeca, tava maravilhoso mesmo;;Arapongas, Brasil;2017-10-01 06:18:44;1
outroPoe;Pra vocÃªs Ã© tudo nooooossa;;Arapongas, Brasil;2017-10-01 06:20:37;0
outroPoe;Os olhos nÃ£o sÃ£o compatÃ­veis com o uso intensivo de telas digitais;;Arapongas, Brasil;2017-10-01 06:20:49;-1
outroPoe;EVER SINCE I LEFT THE CITY YOU;;Arapongas, Brasil;2017-10-01 06:20:56;0
heloisaemili00;Arrumou briga com as piores pessoas kkkkkkkkkkkkkkk agora aguenta;;Arapongas, Brasil;2017-10-01 06:30:39;-1
Brida_rodrigues;Vou aproveitar meu churrasco aqui de boa que eu ganho mais rs;;Arapongas, Brasil;2017-10-01 06:33:55;0
Brida_rodrigues;Heloisa caiu no chÃ£o do nada;;Arapongas, Brasil;2017-10-01 06:34:34;-1
duuubom;Minha nossa, q issu;;Arapongas, Brasil;2017-10-01 07:02:04;0
kaaroll_k;PreguiÃ§a de ir pra cama;;Arapongas, Brasil;2017-10-01 07:17:01;-1
kaaroll_k;Eu vou cair aqui no sofÃ¡ mesmo;;Arapongas, Brasil;2017-10-01 07:17:12;0
kaaroll_k;Preciso ir no Outback;;Arapongas, Brasil;2017-10-01 07:18:48;0
kaaroll_k;Oficialmente de folga por dois dias seguidos;;Arapongas, Brasil;2017-10-01 07:19:20;0
kaaroll_k;Queria ter prestado mais atenÃ§Ã£o no show do Jerry na uniÃ£o;;Arapongas, Brasil;2017-10-01 07:21:27;0
kaaroll_k;But;;Arapongas, Brasil;2017-10-01 07:21:37;0
kaaroll_k;ð¤·ð¤·ð¤·;;Arapongas, Brasil;2017-10-01 07:23:01;0
kaaroll_k;Sua amiga eu vou pegar e laraiaraiÃ¡;;Arapongas, Brasil;2017-10-01 07:29:00;0
_gabibiazon;Que noite bicho;;Arapongas, Brasil;2017-10-01 07:37:06;0
_gabibiazon;Por todas as noites como essa porfa;;Arapongas, Brasil;2017-10-01 07:37:25;0
heloisaemili00;Mano tÃ´ muito ruim;;Arapongas, Brasil;2017-10-01 07:37:54;-1
_gabibiazon;Os meninos tudo meio bÃªbados, estranho sÃ³ vocÃª sÃ£;;Arapongas, Brasil;2017-10-01 07:38:02;-1
_gabibiazon;Nem 1/3 https://t.co/QXMHvml7tr;;Arapongas, Brasil;2017-10-01 07:40:07;0
foi_o_onan;OOOOOOLLLWLWLWOWOWOWOOWOWOWOWO2O2O2O2OOWOWOWOWOWOWOWOWOOWWO;;Arapongas, Brasil;2017-10-01 07:49:46;0
foi_o_onan;Foi um teste;;Arapongas, Brasil;2017-10-01 07:49:54;0
foi_o_onan;Acho q foi um dos fds que eu mais ri na minha vida;;Arapongas, Brasil;2017-10-01 07:51:07;-1
foi_o_onan;PERDI A INSCRIÃÃO DO CURSO BOSSSSSTA;;Arapongas, Brasil;2017-10-01 07:53:15;-1
foi_o_onan;"Ou o tempo passou muito rapido ou o tempo passou mt rapido
Aanha";;Arapongas, Brasil;2017-10-01 08:17:51;0
BeattriizMendes;Bom dia;;Arapongas, Brasil;2017-10-01 12:05:07;0
BeattriizMendes;To morrendo mds;;Arapongas, Brasil;2017-10-01 12:05:25;0
BeattriizMendes;Minha tosse piorou;;Arapongas, Brasil;2017-10-01 12:06:07;0
BeattriizMendes;Eu nÃ£o funciono bem quando acordo;;Arapongas, Brasil;2017-10-01 12:38:20;-1
batista_juvenal;@marisascruz nem dormiu essa noite kkkkk https://t.co/QTpp0i1uNS;;Arapongas, Brasil;2017-10-01 13:20:38;0
batista_juvenal;Vai Corinthians https://t.co/DBO6AV1nKy;;Arapongas, Brasil;2017-10-01 13:22:38;0
batista_juvenal;@MBLivre aumentou 3 reais e 50 centavos 100 watts da energia elÃ©trica vcs estÃ£o protestando contra isso ????? Kkkk acho q nÃ£o neh;;Arapongas, Brasil;2017-10-01 13:35:04;-1
batista_juvenal;Kkkkkkkkkkkkkkkk olhem  issso â¬â¬â¬â¬â¬ https://t.co/Xs07GudZwW;;Arapongas, Brasil;2017-10-01 13:36:54;0
RuanVRC;"Dancinha pra comemora EU 
ð¤ð
#Sunday https://t.co/FW7jh7EULd";;Arapongas, Brasil;2017-10-01 13:48:41;0
BeattriizMendes;RAPAIXXXXXXXXXX;;Arapongas, Brasil;2017-10-01 14:02:00;0
BeattriizMendes;Agora vai akkakakakakakakakka;;Arapongas, Brasil;2017-10-01 14:02:23;0
BeattriizMendes;Quando vc descobre que seu amor platÃ´nico tem uma queda por vc ðððð;;Arapongas, Brasil;2017-10-01 14:03:46;0
batista_juvenal;Boca sÃ£o os antis votando contra o Corinthians #VaiCorinthians #JogaiPorNÃ³s https://t.co/5cdycr3EYx;;Arapongas, Brasil;2017-10-01 14:23:12;-1
_gabibiazon;Acordei com a barriga chapadinha, queria isso pra vidaaaaa;;Arapongas, Brasil;2017-10-01 14:31:01;0
Brida_rodrigues;Bom dia, ou nem tÃ£o bom assim;;Arapongas, Brasil;2017-10-01 14:57:01;1
Brida_rodrigues;TÃ´ com tanta raiva que nem de ressaca eu acordei;;Arapongas, Brasil;2017-10-01 14:57:28;-1
Brida_rodrigues;Quando precisa estamos ali, somos as primeiras a ajudar, agora fica falando o que nem sabe. Criancice do caramba;;Arapongas, Brasil;2017-10-01 15:00:36;-1
Naataliamendes_;Bom dia;;Arapongas, Brasil;2017-10-01 15:01:26;0
Brida_rodrigues;Melhor de tudo Ã© ver essas pessoas que nem faz parte da coisa falando merda tambÃ©m hahaha me poupe;;Arapongas, Brasil;2017-10-01 15:01:45;-1
Brida_rodrigues;Estava super de boa, cuidando da minha vida normalmente. Mas nÃ£o vem me falar merda, e ainda mais sem saber da histÃ³ria;;Arapongas, Brasil;2017-10-01 15:03:25;-1
_gabibiazon;Quando o abraÃ§o Ã© bom e vocÃª nÃ£o quer soltar nunca mais da pessoa;;Arapongas, Brasil;2017-10-01 15:30:06;-1
_gabibiazon;Encerramento do cerco jÃ¡ estou me preparando porque vai ser benÃ§Ã£ooooo;;Arapongas, Brasil;2017-10-01 15:30:45;-1
calupavital;Acordei fazendo o que eu faÃ§o de melhor, chorando;;Arapongas, Brasil;2017-10-01 15:38:38;-1
vianajessika_;@luaana_paaiva Ai da uma segurada kakaka;;Arapongas, Brasil;2017-10-01 15:41:17;0
serginho_duarte;NÃ£o precisa muito pra me agradar...ððð #hojepode em Casa Dos Duartes https://t.co/kZk0Y12IYD;{u'type': u'Point', u'coordinates': [-51.45699374, -23.4137352]};Arapongas, Brasil;2017-10-01 15:42:27;-1
CelloRodrigues_;@_Gustavinhos JÃ¡ soltou a franga ontem, fica de boa aÃ­;;Arapongas, Brasil;2017-10-01 15:45:50;0
CelloRodrigues_;@RMelozo E vocÃª ganhou de graÃ§a;;Arapongas, Brasil;2017-10-01 15:46:33;-1
BeattriizMendes;Minhas costas estÃ£o doendo demais;;Arapongas, Brasil;2017-10-01 15:50:59;-1
BeattriizMendes;NÃ£o estou aguentando e nem Ã© brinks;;Arapongas, Brasil;2017-10-01 15:51:15;-1
BeattriizMendes;Minha famÃ­lia quer ir acampar e eu nÃ£o tenho barraca;;Arapongas, Brasil;2017-10-01 15:59:54;-1
_gabibiazon;Ãltimo trimestre e fui fazer trabalho so agora, de onde vieram as notas dos outros brasil?;;Arapongas, Brasil;2017-10-01 16:00:47;-1
Brida_rodrigues;Ontem foi tÃ£o bommmmmm, tenho as melhores pessoas comigo, sem duvidas. SÃ³ faltou a ana;;Arapongas, Brasil;2017-10-01 16:12:20;-1
_gabibiazon;Queria tanto que as pessoas me conhecerem antes de falar que nÃ£o gostam de mim sem motivos;;Arapongas, Brasil;2017-10-01 16:17:08;-1
AnaCapazorio;DlÃ§ acordei cm corneta e gritaria;;Arapongas, Brasil;2017-10-01 16:28:40;0
AnaCapazorio;AÃ­ vc descobre q o amg gato do seu primo vai pra outro paÃ­s https://t.co/u7jWza02o0;;Arapongas, Brasil;2017-10-01 16:29:50;0
AnaCapazorio;Pra todos q me chamam de crianÃ§a dia 12/10 aceito presente!!                                              #Dica: goxto de brusinhas.;;Arapongas, Brasil;2017-10-01 16:32:11;-1
heloisaemili00;Bommmmmmmm dia pessoal;;Arapongas, Brasil;2017-10-01 16:44:07;0
Naataliamendes_;Que sÃ¡bado loko;;Arapongas, Brasil;2017-10-01 16:44:34;0
Naataliamendes_;Eu sÃ³ tenho amigo loko, assim n da;;Arapongas, Brasil;2017-10-01 16:44:56;-1
BeattriizMendes;Melhor sÃ¡bado â¤ https://t.co/PEIjkndJQr;;Arapongas, Brasil;2017-10-01 17:08:14;0
ciconato_;Parece tÃ´ Chapado ainda ð´ https://t.co/O7rQt1OSdG;;Arapongas, Brasil;2017-10-01 17:12:02;0
BeattriizMendes;Que horas comeÃ§a o cerco hoje?;;Arapongas, Brasil;2017-10-01 17:13:52;-1
BeattriizMendes;@_ThayAmora Vc caindo do sofÃ¡ kakakakakakakak;;Arapongas, Brasil;2017-10-01 17:14:33;0
