user;tweet;coordenada;cidade;horario;sentiment
TorquatoNataly;vou fazer enem na rua de casa praticamente ðð»;;Colombo, Brasil;2017-10-21 14:52:04;0
TorquatoNataly;nÃ£o fiz a liÃ§Ã£o de casa jkkkkkk merda;;Colombo, Brasil;2017-10-21 14:52:27;-1
AdemirPereira93;Partiu assistir #GloboEsportePR;;Colombo, Brasil;2017-10-21 14:53:17;0
TorquatoNataly;queria fazer a sobrancelha mas nÃ£o tenho 1real;;Colombo, Brasil;2017-10-21 14:54:51;-1
TorquatoNataly;espero que nÃ£o chova mais;;Colombo, Brasil;2017-10-21 14:57:21;0
TorquatoNataly;no dia 4 tenho um casamento p ir e uma prova de inglÃªs no curso;;Colombo, Brasil;2017-10-21 15:01:26;-1
TorquatoNataly;quero ver como vou me arrumar;;Colombo, Brasil;2017-10-21 15:01:39;0
TorquatoNataly;fodeu;;Colombo, Brasil;2017-10-21 15:01:44;0
action_kau;Quando vc se dÃ¡ conta de que Ã© MT feia kkk coraÃ§Ã£o chega chora;;Colombo, Brasil;2017-10-21 15:14:07;-1
action_kau;MÃ³ bad;;Colombo, Brasil;2017-10-21 15:22:29;0
jlfaria_;bom dia Sras e Srs;;Colombo, Brasil;2017-10-21 15:25:21;0
Kaatchau;Futebol feminino â¤;;Colombo, Brasil;2017-10-21 15:28:32;0
jlfaria_;"Pigs &amp; Diamonds - Pink Floyd cover... Ontem no Blood, muito bom! ðð¼ð¤ð¼ https://t.co/ApxUouagfi";;Colombo, Brasil;2017-10-21 15:31:03;0
AdemirPereira93;Assistindo #PicaPauNaRecord;;Colombo, Brasil;2017-10-21 15:39:23;0
Crix_;MEU CARALHO PORQ RINITE TEM QUE EXISTIR? TOMANOCU PUTAQUEPARIU SEFODER BITCHO;;Colombo, Brasil;2017-10-21 15:49:48;0
Budidis25;#zumbizando Rick passou lamina na cara. Igual passaria em um muro. SE LOOOKOOO;;Colombo, Brasil;2017-10-21 15:54:23;0
yourNightmaare_;Mt minha cara https://t.co/ocpADqt5J9;;Colombo, Brasil;2017-10-21 15:54:32;-1
rodriguez_cwb;Projeto comunitÃ¡rio em Colombo loko;;Colombo, Brasil;2017-10-21 15:54:56;-1
Budidis25;#zumbizando Sera q Daryll tomarÃ¡ banho ?;;Colombo, Brasil;2017-10-21 15:58:31;0
yourNightmaare_;"""Se vocÃª continuar com esse seu sorrisÃ£o no rosto vocÃª passa em todos os testes da vida"" â¤";;Colombo, Brasil;2017-10-21 16:01:24;-1
Budidis25;"#zumbizando #zumbicando Carol vestida de tiazinha show. "" Daryll vai tomar banho. Ou te dou de mangueira""ðððð";;Colombo, Brasil;2017-10-21 16:04:50;0
TorquatoNataly;tava tentando prestar atenÃ§Ã£o na aula mais tava tocando pimpolho Ã© um cara bem legal, pena que nÃ£o pode ver mulher;;Colombo, Brasil;2017-10-21 16:06:37;-1
TorquatoNataly;faz muito temp;;Colombo, Brasil;2017-10-21 16:07:25;0
lirupontes;Gah consto aqui em casa sÃ³ risada na resenha;;Colombo, Brasil;2017-10-21 16:07:29;-1
TorquatoNataly;ia dizer que: faz muito tempo que nÃ£o vou em uma festa de 15 anos, queria;;Colombo, Brasil;2017-10-21 16:08:58;-1
lirupontes;Os cara muito comÃ©dia vindo ameaÃ§ar;;Colombo, Brasil;2017-10-21 16:11:35;-1
TorquatoNataly;so mais uns minutinhos de curso e partiu casa ðð»;;Colombo, Brasil;2017-10-21 16:12:36;-1
Budidis25;#zumbizando #zumbicando kkkkkk Que Surra ðð;;Colombo, Brasil;2017-10-21 16:19:35;-1
descoladoaly;Quando o assunto Ã© a rafa, tudo Ã© complicado;;Colombo, Brasil;2017-10-21 16:21:29;1
descoladoaly;Clima fica tenso do nada;;Colombo, Brasil;2017-10-21 16:21:43;0
Crix_;eu tenho que parar de responder tweets aleatÃ³rios que aparecem na minha tl, sinceramente;;Colombo, Brasil;2017-10-21 16:23:57;0
Crix_;Ã© cada gente estranha que aparece nas minhas notificaÃ§Ãµes quando eu faÃ§o isso;;Colombo, Brasil;2017-10-21 16:24:21;0
Budidis25;#zumbizando #zumbicando mamae carol que linda ðð;;Colombo, Brasil;2017-10-21 16:34:39;0
ThiagoMazuquini;I'm at Maxxi Farma in Colombo, PR https://t.co/mDy6SblS48;{u'type': u'Point', u'coordinates': [-49.18549493, -25.36340898]};Colombo, Brasil;2017-10-21 16:37:42;0
ThiagoMazuquini;I'm at Lojas Paulista in Colombo, PR https://t.co/OaClT9DDg4;{u'type': u'Point', u'coordinates': [-49.18529229, -25.36251287]};Colombo, Brasil;2017-10-21 16:38:02;0
ThiagoMazuquini;I'm at Maxxi Farma in Colombo, PR https://t.co/zifXQPicmi;{u'type': u'Point', u'coordinates': [-49.18549493, -25.36340898]};Colombo, Brasil;2017-10-21 16:38:16;0
ThiagoMazuquini;I'm at O BoticÃ¡rio in Colombo, PR https://t.co/XPbf9NQtqw;{u'type': u'Point', u'coordinates': [-49.18578159, -25.36301927]};Colombo, Brasil;2017-10-21 16:38:28;-1
ThiagoMazuquini;I'm at Lojas Coppel Maracana in Colombo, ParanÃ¡ https://t.co/kievjiIVgJ;{u'type': u'Point', u'coordinates': [-49.18634997, -25.36449656]};Colombo, Brasil;2017-10-21 16:38:44;0
Crix_;"comeÃ§ou a aparecer nas lembranÃ§as do fb os memes comigo, o Rolandinho e o Bock

QUE SAUDADES MANO, QUE SAUDADES";;Colombo, Brasil;2017-10-21 16:43:42;-1
guedesnicolas_;du, Bruno e Will sÃ£o 3 otario;;Colombo, Brasil;2017-10-21 16:43:48;0
guedesnicolas_;Q solidÃ£o;;Colombo, Brasil;2017-10-21 16:44:47;0
Jeff_Erthal;Tenho que levantar mas a preguiÃ§a Ã© maior;;Colombo, Brasil;2017-10-21 16:44:49;-1
descoladoaly;Hahahah;;Colombo, Brasil;2017-10-21 16:50:37;0
ghost_tosin;TÃ´ tentando entender como eu consigo chorar tanto;;Colombo, Brasil;2017-10-21 16:54:44;-1
ghost_tosin;AtÃ© agora nÃ£o dormi absolutamente nada, sÃ³ chorei e dormi;;Colombo, Brasil;2017-10-21 16:56:47;-1
Budidis25;#zumbizando #zumbicando kkkkk pressao na cabeca do guri. CArol apavoraððð;;Colombo, Brasil;2017-10-21 16:57:25;0
horansincereIy;"niall odeia tanto o brasil que ele nao tinha nem saido daqui ainda e ja marcou o prÃ³ximo show
odeie menos o brasil niall eu imploro";;Colombo, Brasil;2017-10-21 16:57:58;-1
is_paider;@LPivato moscou demais;;Colombo, Brasil;2017-10-21 17:01:18;0
horansincereIy;"voces que querem subir tag pro niall pedindo mais pro brasil sÃ£o um bando de babaca 
boa tarde";;Colombo, Brasil;2017-10-21 17:01:24;0
horansincereIy;as prÃ³prias fÃ£s criando uma imagem falsa do niall sinceramente eu to decepcionada;;Colombo, Brasil;2017-10-21 17:04:19;0
horansincereIy;o problema dos fÃ£s brasileiros Ã© que a fama de fÃ£s mais animados sobe a cabeÃ§a e a galera acha que o br tem que ser o centro das atenÃ§Ãµes;;Colombo, Brasil;2017-10-21 17:05:45;-1
horansincereIy;niallhbra ajudando a subir tag com uma coisa completamente ridÃ­cula mano eu nao to acreditando na moral;;Colombo, Brasil;2017-10-21 17:08:05;-1
descoladoaly;Meu sonho que se torne realidade um dia;;Colombo, Brasil;2017-10-21 17:08:07;0
horansincereIy;ajudar a divulgar o flicker ces nao querem ne? mas nao podem ver uma tag pra falar merda do prÃ³prio Ã­dolo que ja tÃ£o tudo aqui;;Colombo, Brasil;2017-10-21 17:08:45;-1
horansincereIy;se o niall fez a porra de uma gravaÃ§Ã£o no show do brasil nÃ£o foi atoa o seus bando de embuste mas ces nao conseguem esperar nada ne;;Colombo, Brasil;2017-10-21 17:09:49;-1
descoladoaly;Relacionamento Ã© igual moto, sÃ³ cabe dois, mais tem gente que nÃ£o entende.;;Colombo, Brasil;2017-10-21 17:11:45;-1
helloize_sn;Oq fazer quando vc precisa muito contar uma coisa pra pessoa mas tem medo da reaÃ§Ã£o dela?;;Colombo, Brasil;2017-10-21 17:12:40;0
helloize_sn;Eu nÃ£o to mais conseguindo guardar sÃ³ pra mim isso;;Colombo, Brasil;2017-10-21 17:12:58;-1
helloize_sn;Me ajuda @Deus;;Colombo, Brasil;2017-10-21 17:13:14;0
horansincereIy;voces que tÃ£o subindo tag pra falar merda do niall se ja lavaram a louÃ§a de vcs n se preocupem aqui em casa tem mais p voces lavarem;;Colombo, Brasil;2017-10-21 17:17:02;-1
horansincereIy;@rosestonjh tambem te amo :(;;Colombo, Brasil;2017-10-21 17:17:43;0
dewetria;Oi;;Colombo, Brasil;2017-10-21 17:19:19;0
dewetria;Meu twitter estÃ¡ tÃ£o estranho!;;Colombo, Brasil;2017-10-21 17:20:15;-1
dewetria;is that for me;;Colombo, Brasil;2017-10-21 17:20:48;1
dewetria;IS THAT FOR MEEEEEEEEEE;;Colombo, Brasil;2017-10-21 17:21:29;1
dewetria;espero que nunca mais alguÃ©m de pt no meu quarto;;Colombo, Brasil;2017-10-21 17:23:12;-1
dewetria;eu amo frio;;Colombo, Brasil;2017-10-21 17:25:34;0
guedesnicolas_;jogar um fut na rua na chuva nÃ£o tem preÃ§o, melhor coisa;;Colombo, Brasil;2017-10-21 17:25:43;-1
olenic_;Obrigada Deus pelo comeÃ§o dessa nova etapa em minha vida!!!;;Colombo, Brasil;2017-10-21 17:26:10;1
horansincereIy;@memoriesmband e tu super conhece o niall pra ficar falando merda ne more, amigo intimo se conheceram no nands;;Colombo, Brasil;2017-10-21 17:26:26;-1
horansincereIy;@hailsweett @arthesflowers tem que ter ne;;Colombo, Brasil;2017-10-21 17:26:57;0
horansincereIy;@hailsweett @arthesflowers socorro que amor;;Colombo, Brasil;2017-10-21 17:27:12;0
horansincereIy;@ashxvegemite o pior sao os que tÃ£o falando que o niall ta mandando indireta pro br KKKKK;;Colombo, Brasil;2017-10-21 17:28:10;-1
dewetria;eu estou tÃ£o feliz com o desempenho de ''sorry not sorry'' Demi merece muito isso;;Colombo, Brasil;2017-10-21 17:28:15;-1
helloize_sn;"https://t.co/nz6699n3i0 

NÃ£o sei parar de ouvir essa mÃºsica nÃ£o â¤";;Colombo, Brasil;2017-10-21 17:29:07;-1
horansincereIy;@born1die @memoriesmband sera que tomam o chÃ¡ das 17h juntos?;;Colombo, Brasil;2017-10-21 17:29:19;0
dewetria;@bchartsnet inclusive vocÃªs;;Colombo, Brasil;2017-10-21 17:30:09;0
dewetria;@drewsiste @Perfectilushawn @bchartsnet nos seus sonhos amorzinho;;Colombo, Brasil;2017-10-21 17:30:43;0
horansincereIy;qq ia aparecer na gravaÃ§Ã£o do br? um bando de fÃ£ gritando;;Colombo, Brasil;2017-10-21 17:30:58;0
dewetria;@HxnrxqxxLxmx @Perfectilushawn @onIyforevrs @stuckonyoudl @trouxatic @bchartsnet Only Forever Ã© tÃ£o hino mas nÃ£o sei se hitaria;;Colombo, Brasil;2017-10-21 17:32:11;-1
dewetria;@TourMicao @filipaapereiira garota hipÃ³crita;;Colombo, Brasil;2017-10-21 17:34:41;0
horansincereIy;"aproveitando o momento de fama pra dizer
buy flicker on itunes";;Colombo, Brasil;2017-10-21 17:35:14;-1
dewetria;@alexxxsdrow @amethysst_ @filipaapereiira tudo mesmo, ela pode postar por que Ã© magra? a da licenÃ§a;;Colombo, Brasil;2017-10-21 17:35:43;-1
horansincereIy;@zjmfriday @niallusionado nao fui eu que dei close errado quem deu foi lilo;;Colombo, Brasil;2017-10-21 17:36:25;0
Naabrisabrina;JÃ¡ tÃ´ bebendo essas horas;;Colombo, Brasil;2017-10-21 17:36:57;-1
dewetria;hot https://t.co/f1Fxt5jmNq;;Colombo, Brasil;2017-10-21 17:42:08;0
horansincereIy;fica a dica adms do niallhbra;;Colombo, Brasil;2017-10-21 17:42:08;0
dewetria;@demilovatobr Demi e Alessia rainhas;;Colombo, Brasil;2017-10-21 17:43:07;0
EmilyShizue;Fiz minhas unhas ððð»;;Colombo, Brasil;2017-10-21 17:44:07;0
horansincereIy;e voces conseguiram subir a tag pros trends parabÃ©ns querem o trofÃ©u de lixos agora ou depois?;;Colombo, Brasil;2017-10-21 17:44:29;1
horansincereIy;"brasil nÃ£o merece mais
o niall merece mais e fÃ£s melhores que voces tambem";;Colombo, Brasil;2017-10-21 17:45:33;-1
horansincereIy;"""niall ta mandando indireta pro brasil"" gente n Ã© pq vcs tem 5 anos de mentalidade que o niall tambem vÃ¡ ter ele tem mais coisa p fazer bbs";;Colombo, Brasil;2017-10-21 17:46:39;-1
Kaatchau;O fut nem comeÃ§ou e jÃ¡ comeÃ§ou a zoera https://t.co/Ba6sFTQyq6;;Colombo, Brasil;2017-10-21 17:47:16;-1
horansincereIy;niall pode ter fÃ£ no acre e ele fez show la? tem gravaÃ§Ã£o la? nao ne mores e vcs vem querer pagar de injustiÃ§ados com dois shows ja marcados;;Colombo, Brasil;2017-10-21 17:47:47;0
horansincereIy;"@pillowbad @memoriesmband @born1die sim??? kkkk queria ver se ele ia ter conhecido o niall se tivesse ""ficado em caâ¦ https://t.co/s6YC6nzOZr";;Colombo, Brasil;2017-10-21 17:48:46;-1
Kaatchau;ð» https://t.co/JSMEXvqwjq;;Colombo, Brasil;2017-10-21 17:49:27;0
EmilyShizue;E sÃ³ eu saber que tenho que sair que jÃ¡ me dÃ¡ 4 tipos de sono;;Colombo, Brasil;2017-10-21 17:51:40;-1
horansincereIy;"tem gente que Ã© fÃ£ da 1d desde o comeÃ§o e ate hoje nao sabe que tags trazem consequÃªncias 
boa tarde";;Colombo, Brasil;2017-10-21 17:51:50;-1
horansincereIy;@rosestonjh para eu vou chorar;;Colombo, Brasil;2017-10-21 17:52:09;0
Crix_;RINITE NÃO DEVERIA EXISTIR, PUTAQUEPARIU;;Colombo, Brasil;2017-10-21 17:52:24;0
horansincereIy;@niallsins eu to lendo tanto isso meu deus to emo ssionada;;Colombo, Brasil;2017-10-21 17:52:33;0
Crix_;eu to acabada, parece que fui atropelada e ninguÃ©m socorreu, tudo por causa da rinite;;Colombo, Brasil;2017-10-21 17:53:06;1
Budidis25;#zumbizando #zumbicando Padre de bosta. Traira ele que e do Satan.;;Colombo, Brasil;2017-10-21 17:54:36;-1
horansincereIy;@rosestonjh felizmente sensata mas tu tambem Ã© bicho;;Colombo, Brasil;2017-10-21 17:54:51;0
dewetria;@marquesamuka ela vai ficar 100% bem e saudÃ¡vel!;;Colombo, Brasil;2017-10-21 17:56:27;-1
Budidis25;#zumbizando #zumbicando Envolveu religiao sÃ³ da merda. So trairagem e dinheiro;;Colombo, Brasil;2017-10-21 17:57:29;-1
horansincereIy;se tÃ£o com tempo livre podiam estar divulgando ao invÃ©s de estar difamando o prÃ³prio Ã­dolo;;Colombo, Brasil;2017-10-21 17:58:36;-1
horansincereIy;@httpstylin a senhora poderia por obsÃ©quio bater na madeira?;;Colombo, Brasil;2017-10-21 17:59:46;0
horansincereIy;@elgortshine muita coisa;;Colombo, Brasil;2017-10-21 18:00:01;0
horansincereIy;@alwaysxniall amei a sua tambem;;Colombo, Brasil;2017-10-21 18:00:29;0
dewetria;to curioso pra ver a tatuagem que o Bieber fez no abdÃ´men;;Colombo, Brasil;2017-10-21 18:00:58;0
horansincereIy;@favdetails as verdades tem que ser ditas;;Colombo, Brasil;2017-10-21 18:01:17;-1
horansincereIy;@gozandolarry vamoooooos eles tÃ£o precisando demais;;Colombo, Brasil;2017-10-21 18:02:05;-1
horansincereIy;@gozandolarry da pra eles arearem as panelas tambem;;Colombo, Brasil;2017-10-21 18:02:26;0
horansincereIy;se o brasil quer reconhecimento pq ces nÃ£o tÃ£o divulgando o flicker ao invÃ©s de estar reclamando???? me poupem se poupem poupem o niall;;Colombo, Brasil;2017-10-21 18:03:25;-1
horansincereIy;o pior Ã© que tem gente que nem foi no show e ta falando merda bicho tipo ta indo na onda de outras pessoas;;Colombo, Brasil;2017-10-21 18:06:42;-1
vitoriagmarafon;Ressaca Ã© uma coisa foda, q te faz arrepender;;Colombo, Brasil;2017-10-21 18:11:46;-1
horansincereIy;fÃ£ brasileiro Ã© muito egoista mano nossa;;Colombo, Brasil;2017-10-21 18:12:34;0
TorquatoNataly;@daviHburger kkkkkkk come por mim;;Colombo, Brasil;2017-10-21 18:13:17;0
duda_furni;Eu mereÃ§o kkkkkk;;Colombo, Brasil;2017-10-21 18:14:35;-1
dewetria;eu sempre soube que nasci no pais errado https://t.co/c6IzGRDlx4;;Colombo, Brasil;2017-10-21 18:21:05;0
horansincereIy;pra vcs terem noÃ§Ã£o do quanto brasileiro Ã© egoista no show qndo alguem passava mal e saia outras falavam ''uhul menos uma'';;Colombo, Brasil;2017-10-21 18:24:52;-1
horansincereIy;@grownblkue NDEJGHDJEHDJE EU ERREI POR CAUSA DE VOCE TA FELIZ?;;Colombo, Brasil;2017-10-21 18:25:21;1
horansincereIy;@gozandolarry um armÃ¡rio todinho;;Colombo, Brasil;2017-10-21 18:25:46;-1
horansincereIy;@sweetcheekslout @gozandolarry vou por um post pra divulgar as pias cheias de louÃ§a;;Colombo, Brasil;2017-10-21 18:26:11;0
horansincereIy;*DIVULGUEM AQUI SUAS PIAS CHEIAS DE LOUÃA PRA ESSA GENTE DESOCUPADA LAVAR*;;Colombo, Brasil;2017-10-21 18:26:35;0
horansincereIy;@zjmdwsk eu juro;;Colombo, Brasil;2017-10-21 18:27:03;0
dewetria;@filipaapereiira @alexxxsdrow @amethysst_ alÃ©m de hipÃ³crita Ã© ignorante, pega um dicionÃ¡rio e vai aprender escrever sua burra.;;Colombo, Brasil;2017-10-21 18:30:08;-1
BabyGirlwss;Morridinha;;Colombo, Brasil;2017-10-21 18:35:27;0
Seerafim_;Tenho que arrumar a casa, que preguiÃ§a;;Colombo, Brasil;2017-10-21 18:38:54;-1
dewetria;ficou horrÃ­vel;;Colombo, Brasil;2017-10-21 18:40:31;-1
horansincereIy;brasil quer reconhecimento? faÃ§am por merecer vamos subir #BrazilLovesFlicker;;Colombo, Brasil;2017-10-21 18:50:32;-1
olenic_;Amor, pq vc me trata assim;;Colombo, Brasil;2017-10-21 18:50:47;-1
olenic_;Vc nÃ£o dÃ¡ mais bola para mim;;Colombo, Brasil;2017-10-21 18:51:02;-1
guedesnicolas_;um brinde por momentos que nÃ£o podemos publicar, mas que jamais esqueceremos;;Colombo, Brasil;2017-10-21 18:52:42;-1
dewetria;cansei;;Colombo, Brasil;2017-10-21 18:55:35;0
OpaMorenaa_;falta menos de dois meses pra minha formatura, e ansiedade tÃ¡ batendo forte;;Colombo, Brasil;2017-10-21 19:02:21;-1
OpaMorenaa_;tÃ¡ tudo ficando maravilhoso;;Colombo, Brasil;2017-10-21 19:02:34;-1
dewetria;@JOAQUlNVOLTOU #CaetanoPedofilo;;Colombo, Brasil;2017-10-21 19:02:48;0
horansincereIy;@nuckoriginals1d @grownblkue continuo com a mesma visÃ£o, tag desnecessÃ¡ria;;Colombo, Brasil;2017-10-21 19:06:01;-1
_povana;Chegou agora e que ir sentada na janela;;Colombo, Brasil;2017-10-21 19:09:26;-1
guedesnicolas_;Com esse ciÃºme aÃ­ nÃ£o vai ter jeito;;Colombo, Brasil;2017-10-21 19:10:11;-1
_povana;Vou matar a sdd da Esther hj ð;;Colombo, Brasil;2017-10-21 19:10:38;0
MicucaLiz;nois te conhece safada;;Colombo, Brasil;2017-10-21 19:12:02;0
horansincereIy;ih ala o update mais hipÃ³crita do site faz a merda depois quer sair de bomzinho nao vou dizer quem hein;;Colombo, Brasil;2017-10-21 19:15:58;-1
RulliC03;Sabe aqueles encontros de parentes ? Que rola uma vez por ano? EntÃ£o, amanhÃ£ vai rolar um e eu to me preparando psicologicamente;;Colombo, Brasil;2017-10-21 19:23:32;0
RulliC03;"Eu e a tia vamos dar a mesma resposta, para aquela pergunta..  
""CadÃª o namorado?""
- Boa pergunta, nem a gente sabe";;Colombo, Brasil;2017-10-21 19:26:00;0
RulliC03;"O role tava certinho, tudo esquematizado...
 E meu tio nÃ£o deixa a minha prima sair...";;Colombo, Brasil;2017-10-21 19:27:07;-1
RulliC03;"Se a LariÃ§a for no jogo amanhÃ£, eu vou com ela!!
Quero sÃ³ ver a cara do @";;Colombo, Brasil;2017-10-21 19:27:53;0
Schirrmer;Meu pai acha q eu n faÃ§o nd da vida, tudo ele larga pra eu fazer;;Colombo, Brasil;2017-10-21 19:37:07;-1
duda_furni;Odeio colocar jeans no calor;;Colombo, Brasil;2017-10-21 19:37:24;-1
rnathanlara;Joguei bola hj nossa achei q ia morrer kkkkkkk;;Colombo, Brasil;2017-10-21 19:46:19;0
OpaMorenaa_;eu to mÃ³ sentimental hoje;;Colombo, Brasil;2017-10-21 19:51:04;0
Schirrmer;Alguem mais desanimada q eu impossivel;;Colombo, Brasil;2017-10-21 19:57:40;0
Schirrmer;To com uma preguiÃ§a de sair de casa;;Colombo, Brasil;2017-10-21 19:58:18;-1
horansincereIy;@suggarpayno @LiamPayne @LiamPayne da pra notar a gente ou ta dificil?;;Colombo, Brasil;2017-10-21 20:06:45;-1
horansincereIy;@suggarpayno @LiamPayne @LiamPayne LIAMMMMM PARA DE ANDAR COM O LOUIS ELE QUE TA FALANDO PRA VC IGNORAR A GENTE NE;;Colombo, Brasil;2017-10-21 20:07:14;0
horansincereIy;@suggarpayno @LiamPayne @LiamPayne we made this video with so much love e um pouco de estresse ne nao vou negar we love you;;Colombo, Brasil;2017-10-21 20:07:47;-1
Francii_Japa;Vivendo e agradecendo. ð;;Colombo, Brasil;2017-10-21 20:08:31;0
is_paider;Oi;;Colombo, Brasil;2017-10-21 20:10:15;0
Schirrmer;Mano q dia lixooooooo;;Colombo, Brasil;2017-10-21 20:14:34;0
Crix_;COMO Ã QUE EU LEVEI TANTO TEMPO PRA VER ESSA VERSÃO DE MÃQUINA MORTÃFERA EM FORMATO DE SÃRIE? AAAAH Ã MUITO LEGAL (nem terminei o 1 ep);;Colombo, Brasil;2017-10-21 20:17:52;0
Seerafim_;Chocada que na sÃ©rie Lucifer tem mÃºsicas da CL (KPOP);;Colombo, Brasil;2017-10-21 20:30:56;0
goiabes;O rildo Ã© mt meu idolo;;Colombo, Brasil;2017-10-21 20:32:34;0
joanadonadelli;hoje fiquei de pijama o dia todo;;Colombo, Brasil;2017-10-21 20:38:16;-1
joanadonadelli;que tedio;;Colombo, Brasil;2017-10-21 20:38:25;0
joanadonadelli;quero sairrr;;Colombo, Brasil;2017-10-21 20:38:31;0
RulliC03;@LarisxCaldeira AmanhÃ£ vai tÃ¡ tenso ðððð;;Colombo, Brasil;2017-10-21 20:39:35;0
is_paider;Vcs comenta e nois que come;;Colombo, Brasil;2017-10-21 20:40:50;-1
pdc_brayan;futebol Ã© o melhor esporte sem menos;;Colombo, Brasil;2017-10-21 20:48:51;-1
Francii_Japa;NÃ£o passa nada na tv... Aiiiiiiii;;Colombo, Brasil;2017-10-21 20:50:46;-1
action_kau;Minha cabeÃ§a sÃ³ nÃ£o tÃ¡ doendo mais por falta de espaÃ§o;;Colombo, Brasil;2017-10-21 20:51:20;-1
Francii_Japa;E meu joguinho so tem 5 vidas... Dai eu morro e tenho q esperar horas para recarregar... Q tÃ©dio.;;Colombo, Brasil;2017-10-21 20:51:47;-1
Francii_Japa;Ainda bem a daqui a pouco tem @SBTEsquadrao ð;;Colombo, Brasil;2017-10-21 20:52:56;0
Francii_Japa;Ã Muita poluiÃ§Ã£o pra nossa mente. ð­;;Colombo, Brasil;2017-10-21 20:54:07;0
jessica_epa;Partiu baile hoje disq;;Colombo, Brasil;2017-10-21 20:56:58;0
action_kau;O erro das pessoas Ã© achar que as merdas que elas falam e fazem nÃ£o magoam;;Colombo, Brasil;2017-10-21 21:00:18;-1
guedesnicolas_;faÃ§o tudo por vocÃª mas se tentar me prender no seu mundinho ce sabe que eu escapo;;Colombo, Brasil;2017-10-21 21:01:18;0
guedesnicolas_;hoje eu vou tirar o role pra chapar;;Colombo, Brasil;2017-10-21 21:01:49;0
olenic_;SÃ³ queria ir pra bolota;;Colombo, Brasil;2017-10-21 21:03:21;-1
Francii_Japa;Em pequenas coisas tbm podemos ver a hipocrisia das pessoas. ð;;Colombo, Brasil;2017-10-21 21:08:56;0
babiezi;@Auersnick KJABJFHSJHDNK amei tu usando giria de lolzeiro fudido;;Colombo, Brasil;2017-10-21 21:27:23;0
heyHiatos;AlÃ´ @ eu acho descobri sua origem https://t.co/um5AkJHxiN;;Colombo, Brasil;2017-10-21 21:29:23;-1
Francii_Japa;Quando vc veste a carapuÃ§a e pq serviu... ðð;;Colombo, Brasil;2017-10-21 21:32:51;0
viniciusloch;@iaibelll @umbarbudo Aconteceu que tem um pedÃ³filo defendendo outro kkkk https://t.co/t3ZZl1T9Zq;;Colombo, Brasil;2017-10-21 21:38:24;-1
is_paider;Qual a boa;;Colombo, Brasil;2017-10-21 21:41:30;0
babiezi;https://t.co/CkS656upex broder essa eh mto boa;;Colombo, Brasil;2017-10-21 21:44:25;0
CabralJeferson;De hoje, crisma do mano em ParÃ³quia Santa Teresinha de Lisieux https://t.co/MHRZlNmF6z;{u'type': u'Point', u'coordinates': [-49.17789459, -25.35131737]};Colombo, Brasil;2017-10-21 21:48:22;0
CabralJeferson;Crisma â¤ em ParÃ³quia Santa Teresinha de Lisieux https://t.co/xS0SpbClbH;{u'type': u'Point', u'coordinates': [-49.17789459, -25.35131737]};Colombo, Brasil;2017-10-21 21:52:40;0
jessica_epa;Japa ducaralho com aquele snap;;Colombo, Brasil;2017-10-21 21:58:09;0
jessica_epa;Eu vou na pizzaria , aÃ­ depois festinha da paola disq;;Colombo, Brasil;2017-10-21 21:58:41;1
Seerafim_;Eu amo muito meus amigos! Fiquei pensando como teria sido chato se nÃ£o tivesse ficado pelo menos 5 minutos com cada um.;;Colombo, Brasil;2017-10-21 22:00:06;-1
is_paider;@danielfdss vai bater a nave parsa kkkkk;;Colombo, Brasil;2017-10-21 22:05:53;0
Tahta_;Ai papai bora;;Colombo, Brasil;2017-10-21 22:07:49;0
Tahta_;TÃ´ de salto bem lindinha;;Colombo, Brasil;2017-10-21 22:07:56;0
Tahta_;EU SOU UMA PRINCESA;;Colombo, Brasil;2017-10-21 22:08:05;0
poli_trindade;lk;;Colombo, Brasil;2017-10-21 22:12:51;0
poli_trindade;hello;;Colombo, Brasil;2017-10-21 22:13:02;0
poli_trindade;to com mt dor no pe!!;;Colombo, Brasil;2017-10-21 22:13:45;0
jlfaria_;Coitado dos gato mano kkkkk https://t.co/GwM6tAyOfz;;Colombo, Brasil;2017-10-21 22:20:33;0
poli_trindade;meu pe ta doendo mt;;Colombo, Brasil;2017-10-21 22:21:37;-1
poli_trindade;vou chorar;;Colombo, Brasil;2017-10-21 22:22:06;0
poli_trindade;quero dormir;;Colombo, Brasil;2017-10-21 22:24:05;0
poli_trindade;vou fazer minha unha hoje;;Colombo, Brasil;2017-10-21 22:25:35;0
eta_menina;Minha irmÃ£ nÃ£o se liga mesmo tÃ¡ loco;;Colombo, Brasil;2017-10-21 22:26:11;-1
dewetria;Estou tÃ£o feliz, vou me inscrever pro vestibular! minha mÃ£e disse se eu passar ela e meu pai pagam pra mim. #TerapiaOcupacional2018;;Colombo, Brasil;2017-10-21 22:30:20;-1
olenic_;Pedi um dog duplo, cada barulho de moto Ã© uma esperanÃ§a;;Colombo, Brasil;2017-10-21 22:31:38;0
dewetria;@ruintoobad Ã ILUSÃO ACHAR QUE TUDO ESTÃ IGUAL;;Colombo, Brasil;2017-10-21 22:31:43;-1
horansincereIy;"""ah pq o niall nao gosta do brasil pi pi pi po po po"" para gente para de passar vergonha eu to implorando https://t.co/LFkbTr9Bmh";;Colombo, Brasil;2017-10-21 22:32:25;-1
